879	-0.66005373 -0.6573183 -0.24489099 0.6676462 -1.1934168 -0.45172387 0.044503596 -0.035909105 -1.1670121 0.0533913 -0.0038444772 0.87780416 1.3823942 0.15162899 1.22337 0.80578387 -0.6709904 0.6730163 -1.6144532 -0.72568154 -0.44246125 0.9260188 1.0728294 -1.0557232 -0.10092038 0.020315472 -1.5151975 -0.9331391 0.7388049 0.732184 -0.46920443 0.8359612 1.6520364 0.67898655 0.47525486 0.72606486 -0.13341269 -0.22896639 0.65109265 0.6294552 1.5240008 0.24252482 1.0038719 0.35399556 -0.34758386 -0.81613666 -0.023206834 0.6402545 -0.31600884 0.039477885 -0.8331806 0.862337 -0.10096127 -1.0300169 -0.60272145 -0.40396217 0.66851795 -0.737214 0.27098382 0.2806125 0.38021815 -0.82756627 -0.40809515 -0.9398568
15	-0.7707608 -1.8959616 0.95233786 0.68981063 -0.5233804 -0.65845364 2.559313 -0.17209391 -1.4400027 -0.7432896 -0.60974616 -0.24162489 0.14621802 -0.62559533 0.37392545 -3.5010765 0.6361395 -1.432758 1.5052273 0.75493646 0.37758315 0.24160051 -0.48430794 -1.4975276 -1.1337388 0.8933969 1.467 0.015471654 1.1415939 -3.0223656 -0.33525425 0.188571 -1.6358707 0.9107672 -0.03438562 1.7115663 -0.3425029 -0.69425714 -0.70557994 0.6831716 -0.702522 1.2866344 -1.3383406 -0.8103759 -0.18786761 0.8588257 -0.62982625 0.6071541 -1.9590104 -0.7942642 -0.5325937 -0.7578769 -0.1127108 1.767951 1.8576077 2.8439114 -0.9846694 0.3419814 -2.7991254 1.534129 -0.4062138 0.5636076 1.0408659 -2.176936
1773	0.68230295 -0.08725925 -0.9742296 -0.3793973 0.95155436 0.809404 0.123729005 1.0221243 0.49956778 -1.2419319 -0.81412375 0.14175326 -0.5081374 -0.4789976 -0.015231773 0.79117304 0.82308435 -1.24116 0.6805765 -0.14247471 -1.2917691 -0.16634735 1.142057 0.8014717 -0.61855084 0.5985963 -0.58342135 -1.0828167 -0.5454566 -0.7234299 -0.120223865 0.57357496 -0.38816908 0.46247125 1.1135511 0.24855769 0.0063623637 -0.51937467 0.5646376 0.1344139 -0.29905236 0.21457864 0.24643964 0.24958892 -0.35434073 -0.08676675 0.18303573 -1.6518244 0.3438778 0.21779346 -1.5038779 -0.0557756 0.9771354 1.1474538 -0.5984269 0.6328573 0.3322824 -0.86485606 0.66424793 0.92588365 0.35627973 0.47416475 -0.6054853 -0.27529156
145	0.17185405 -2.5366209 -0.7545275 3.2255 1.2796094 -0.65937364 0.45232522 0.4339178 3.507413 0.14619984 0.80599964 -0.7149607 0.68850684 -0.9256014 -0.8295826 -2.3157725 -1.8705028 1.1895736 -1.8972317 1.7146826 -2.500503 2.065962 -1.4674299 0.9579928 0.12900713 -2.384785 0.9605171 0.17360415 1.1986091 -2.607636 -1.8738555 2.1409678 0.35668653 0.7206781 0.40111798 0.04027964 2.8907173 1.2659721 -1.2508928 0.9237086 -0.7937428 -1.376015 1.8389684 -1.5911567 -1.2600095 0.3808491 0.035994492 1.8084154 0.62566876 1.6893629 0.20166653 2.4380643 1.1243554 1.8105702 -1.9641925 0.19037259 -0.99241734 0.76991177 1.3570397 -3.722391 1.258988 -1.5990022 -1.8539035 -0.7152245
1047	-0.97138095 -0.46523514 -0.9517249 0.9314546 -0.012522098 1.8730291 -0.2216978 0.002406478 -1.6894809 0.9640611 -1.1086637 1.4163213 0.051546715 0.82431203 -0.13346651 0.22768435 0.9217037 0.567377 -1.1804401 0.00674137 -1.1676416 0.8582765 -0.33071738 -1.2727301 -0.45239753 0.1498827 -1.0027816 0.07698439 -0.8001983 0.6235518 -0.503865 -0.7840619 -0.7796745 -0.2267263 -0.43770725 0.13308808 0.8724102 -1.2101794 1.8713056 0.27412185 0.18050927 -0.82064706 -0.1597985 -0.4189679 1.5627818 -1.0329679 0.78579247 0.08154939 -0.11620319 0.014345178 -0.4263357 0.17380156 0.9028631 0.48512232 1.8813539 -0.3069398 -0.7062527 -1.3259927 1.5630105 -0.9659947 -0.85887444 0.9460758 1.6197492 -0.4813827
17	1.4025806 -0.67467654 -0.06952254 -0.7084027 -0.87153447 -1.1620662 -0.9657327 -1.0738916 1.1289618 -0.8586277 1.3541306 0.4727477 1.0333334 -1.7030094 -1.4879662 1.6676394 1.658845 0.14569531 1.6398815 1.0684108 -0.92145646 -0.61632377 -1.0954876 0.6015312 -1.0076429 -1.0276418 0.3179646 -1.3213327 -0.2709874 0.19187304 1.0572896 -0.82324475 -1.3704178 -2.0058155 0.6273059 0.04029724 -0.27543643 0.2642206 0.34366697 0.81360185 -0.83202386 -0.29597974 -1.5028546 -0.5177471 0.08681247 0.017250512 1.7876484 2.367097 -0.86050934 0.6732756 -0.7570603 0.016323391 -0.19212997 -0.12095009 -0.17039411 0.3430984 -0.84994996 -0.7092676 0.30007082 0.9510776 -0.7571542 -0.23858118 -1.3644094 0.05358973
459	0.16120163 -0.064759836 0.67574245 0.7513294 -0.5749122 -0.41539925 0.23967086 -0.16519752 -1.6781964 0.5697257 -1.2131976 -0.8385503 -1.1925799 0.48731178 -0.48896527 -1.061295 1.0249269 -0.7308916 -0.36460277 -0.77529955 -0.14875907 -0.13034536 -0.44481426 0.20639592 0.3540225 -0.639411 0.12247325 -0.31203312 -0.098189995 1.1963925 -0.19578287 1.0799576 0.84386045 -0.43046367 0.42288 0.71783715 1.7234387 -0.7796707 0.83121836 2.145596 -0.697299 -1.10785 0.6160176 0.23068435 -0.24979118 -0.4043535 -0.10833068 1.2075708 -1.300831 0.4786785 -0.66753757 -0.35423753 -0.15798628 0.06927184 -2.1675448 -0.81813806 -1.1524231 -0.66728103 -0.68856806 1.2618753 0.10942174 -1.3637079 -0.8025008 -0.41660476
349	-1.8597193 2.726385 0.7319965 1.6339006 0.65242213 0.043798797 -0.7713709 -0.5400394 -0.15179323 -0.5102565 1.798679 1.9440956 -0.18747869 -0.85065496 1.4777856 0.825281 -1.2615914 -0.8571949 -1.3563484 -0.29149523 -3.3262491 0.7481107 -0.54912484 0.05458951 2.8948622 0.527943 0.8703445 0.2513179 1.7306552 0.85820156 -1.5784651 0.65957576 -0.25111097 1.0488659 0.6589232 -0.25841844 0.8011795 -0.78549075 1.7567254 0.69290197 -0.52908385 1.2687532 0.5987675 -0.18551211 0.7905873 -0.0058130026 0.18803693 2.414672 -0.12922865 3.5713055 0.08620575 0.54619914 0.98609126 -0.18328184 -1.4356579 -1.7940067 -1.9178822 1.3075154 -0.14012036 -0.9448953 -2.2275434 -0.83179015 2.1454961 -1.4815865
26	0.036534276 -0.47251365 1.6472404 0.3590445 0.23249228 0.91076756 0.48005408 1.1898453 1.7409978 0.7135611 -0.4146427 2.3183773 0.9737186 2.4451814 0.673777 -2.7325432 0.4840207 -1.2455461 -0.5249938 0.5008526 -1.5480764 0.3353343 -0.059900388 0.89546436 -0.9875288 -0.95702225 -1.3277295 -0.5402982 1.8772966 -0.9316683 1.2959733 -0.03960868 -2.5878613 -0.6649725 -0.5342671 0.5226704 2.482169 -0.50410247 0.40010223 -0.012954518 -1.011847 -0.5344692 -1.1514547 -1.2215563 0.89367783 -0.9123467 -0.6590636 1.4776595 1.600373 0.21888822 -0.9586776 -1.1545756 0.33621505 -0.9070795 1.1527463 0.9180059 0.3435436 0.89265686 0.7799503 1.2189162 2.040668 -1.6893106 1.3952998 -3.0915527
2328	1.2659059 0.84309053 -0.95858324 -0.46959507 0.040460393 0.23337635 0.61612576 -0.4504403 1.4818565 -0.1909607 -0.5088666 0.17097548 -0.45368734 -0.6567133 0.28953823 1.5592451 0.24253045 -0.8223191 -1.3901286 -0.66975504 -0.27878946 0.5966466 -1.1570115 -0.68001646 0.72186065 -0.37700653 -0.091269866 -0.7014369 -1.2405367 1.0619388 -0.9541031 -0.18364432 -0.14539646 -1.1103568 0.21253219 -0.3321641 -0.8285007 0.81050104 0.62458825 0.43718952 -0.16477852 -0.8640971 -0.15133709 -0.34021926 0.6517705 -0.15117629 0.5904322 -0.3232674 -0.99037313 -0.5091034 -0.33069164 0.027457114 0.94142234 0.36548027 0.35349968 -1.7187488 -1.0462432 0.15344092 0.87122643 -0.1561562 0.17309552 0.20284846 0.86008286 -0.55811393
891	0.05394642 0.02630946 -0.9671375 0.18085249 1.2975887 1.0269248 0.704438 0.17061329 -0.5272206 0.28673422 -0.8289007 1.3086545 -0.19526954 -0.99859536 0.43844804 -0.42032298 -1.4597056 -0.60896385 -0.06930117 0.76529694 0.14483407 -0.21115291 0.024175435 1.024106 -0.27119052 -0.12931792 -0.88847536 -0.47183505 -0.6938317 -0.737118 0.030958619 -1.1338652 -0.44372883 0.75601345 0.1796003 -0.63197476 0.04409755 0.9036886 -0.5884111 0.7692979 1.02282 -0.94585764 0.7179229 -0.60988593 -0.07950585 -0.15800063 0.19304466 -0.9497191 -0.41201627 -0.09123781 0.6862537 1.1555564 0.74028873 1.0760686 0.17192972 -0.01685612 -0.78647494 1.2501881 0.10449517 -0.7533533 -0.21639019 0.36866745 -0.8284711 -0.5402708
561	-0.9824605 -0.8296678 -0.14885299 0.046685897 -0.9657501 0.63175094 0.479168 -1.6430051 -1.3381047 1.1097971 0.25727546 -0.340601 1.0986416 0.65211654 -0.117841475 0.09440174 0.90396297 -0.15121697 -0.3906216 -0.25992423 -1.0530927 0.33916587 0.19726312 0.77087486 -0.4659849 0.7329968 0.3242686 1.5111105 -0.760548 -0.5368778 -2.0218494 0.14355761 0.71018034 -0.92737854 -0.3357297 -0.822513 0.4895826 1.3899176 -0.97296536 -0.8076968 -1.2803924 0.25792378 -0.2826633 0.70603716 0.49245965 0.8144374 1.7773124 1.6047456 0.7577512 -0.9212089 0.4093863 -0.108511284 1.8946834 1.0901763 -0.102703 -0.004022129 -1.9015738 -0.92590594 -0.26106313 1.5427419 -0.23916078 -0.8929715 0.39290053 -1.4423432
263	1.3026423 0.27208138 -0.08948343 0.27354306 -0.30175152 -0.19647193 -1.3111031 -0.88526905 -1.6477063 -0.22306152 0.44893986 0.99957883 0.30754206 -0.11824983 -0.82558215 0.30344734 0.86569935 -0.38573688 1.264533 1.0980823 -1.5147924 -0.20245203 0.67841196 -0.09760484 2.1748934 0.10445027 -0.18915541 0.14145002 0.93516237 0.52476466 -0.2483199 0.16442984 0.21013257 0.15450814 -0.6811825 1.3094094 3.0346985 -1.0614047 -0.72085434 1.7848434 -0.1885582 -0.73003304 0.40977466 0.9760871 -0.56263226 -1.5222347 1.4564883 1.7107954 0.001096718 -2.2139344 1.219933 -0.9859645 -0.44327813 2.2344801 0.86484265 -0.64012796 -0.9882144 -1.1810008 0.8727757 1.086745 -0.33416563 -0.15087622 1.7579088 0.5533407
504	0.4862668 -0.27853006 -0.7154111 -0.99409807 -0.77113545 0.09821623 0.35944438 -0.14377892 0.8971828 0.7160057 0.41512474 0.9402683 0.16291553 0.9869964 0.91454387 -0.17391416 0.708276 -0.62135005 -0.2788 -0.109430954 -0.6124115 -0.6331524 0.1535002 0.033832096 1.7471027 0.09420126 -1.5984356 -1.216604 1.604033 -1.099709 0.055800118 0.19462556 -0.5090657 0.8299197 0.23182783 0.44349232 1.5823771 -1.8409231 -0.28209156 -0.6355553 -1.1341783 0.5736828 0.6177572 1.0052707 -0.5385421 -0.42131698 2.0251567 -1.262616 -2.085326 -0.6803615 -0.9458488 0.8059737 1.3470283 0.3264097 -0.81980455 -0.47097486 -0.29893702 -0.20664161 1.0053899 1.5629678 -1.6417468 -0.97659284 1.306673 -0.05193323
1325	0.4060235 -1.080525 0.6185497 -0.53457934 0.43495902 -0.56190735 0.74625593 -1.741018 0.116196305 -0.62842786 -0.26947206 1.2185435 -0.16912499 -1.5728973 1.4337492 -0.7846594 -1.2345438 1.0156868 -1.2816089 -0.44287708 -0.50252295 -0.88769585 -1.6716654 -0.28249556 -0.7765304 -1.2077992 0.22062843 -0.32294577 0.35023957 1.1127267 -1.3056157 1.7569581 -1.4306343 -1.4038491 0.3322828 -0.35650346 0.5808612 0.49482638 0.54738057 -0.102500856 0.010269716 0.0805552 -1.128811 0.1929381 -0.62719434 2.1674201 2.0100255 0.6840107 -0.26311228 0.87765384 -0.57436264 0.24660766 -0.59146094 0.3828886 1.2358134 -1.2074006 -0.6458833 -0.9748907 -0.036830723 -0.059727244 -0.5338898 -1.3887014 -0.083742276 -0.9428732
155	-0.3453596 -0.21712418 -1.67365 1.4963981 1.9086589 1.4917725 0.82743084 -0.60489035 0.5058243 1.300784 -1.2931869 2.552672 1.2883662 1.6223369 -1.3775216 0.5860247 -0.40924016 0.26636767 0.49553305 1.2769958 -1.2153363 -0.23216408 -1.7878783 0.6370324 4.8117037 1.2099206 -1.6069725 1.2953919 -1.4551938 -1.1887391 2.774178 1.9477754 0.45695776 2.5371044 0.7530463 0.9872078 2.9863892 1.4992957 2.5997734 1.1613646 -1.3527718 1.3608532 0.89575356 0.7290463 0.2295375 2.9303184 2.323307 -1.1446514 0.8267385 1.8698808 -0.11497172 -2.6748633 3.0912907 0.36857715 -1.106359 -0.29891658 -0.2085588 0.84798914 -0.14850925 -0.52839684 1.2521143 -1.9882307 1.3718314 -1.2808876
2329	-0.31561348 -0.12060916 -1.1132405 0.009063531 -0.8389761 -0.1707885 1.3261334 0.5984421 -0.0825253 -0.29584983 -1.1039822 -0.4508443 -0.43325898 0.8169155 0.6607385 1.1675707 0.43636024 1.0414934 -0.7208713 -0.3551312 -1.0755029 -0.9780308 -1.917375 -0.5947883 0.0873808 0.19711374 1.1382142 0.07897296 -0.3457994 1.1992282 -0.48013777 0.88715243 0.0752867 0.24904206 -0.58156484 -0.044074282 1.5441281 0.18491518 0.59569454 0.8368169 0.33264905 0.36731863 0.53391397 -0.74918914 -0.65037173 0.26523158 1.3749189 0.1444579 0.4658703 -0.43696567 0.41533026 -0.7270483 0.922353 -0.03099545 -0.06302725 -1.1010597 -1.3116326 0.37463027 -1.1055819 1.524522 1.1076027 -0.07673041 0.469373 -0.5376429
2330	-1.1608818 -1.5984609 0.025772844 0.41982412 0.5802363 -0.4426586 0.60860616 1.3758775 0.63098353 -0.25245786 0.9603857 -0.12146744 -0.42606694 -0.5073561 -0.48634538 0.33934185 1.095123 0.51196295 -0.9958296 0.33217716 -1.1279341 0.90681577 0.060339306 -0.069121204 0.06973487 -0.66802025 0.20329963 -0.60263455 0.09786177 0.41528988 -1.3603998 0.8885709 -1.4352509 0.57941914 0.29721552 -0.699691 -0.06219955 1.0445641 -0.08758956 -0.12183432 -0.529789 -0.7741405 0.86923933 -1.0422888 -0.4648875 -0.32648575 -0.1743783 0.1375174 -0.48269644 -1.2940056 0.430833 0.34011883 1.257026 -1.4369634 0.2597822 -0.43934003 -0.26760864 -0.708372 1.5231214 0.6726782 -0.46831113 0.9334153 0.75577325 -0.3485656
930	0.46958184 0.012533538 -0.7856827 1.1241822 -0.07177411 -0.08917642 -0.7299879 0.0022845566 -0.9374314 -1.0510304 -0.9675865 0.74171853 -0.42118293 0.27156797 -0.042029366 0.006601833 0.81703556 0.61207515 0.88278556 -0.78922814 -1.0952029 -0.40899605 1.1844019 0.25088826 -1.6050122 -0.09146336 -0.70925856 -1.2855605 -0.59330857 -0.21766292 -0.70745474 -1.8475649 1.7226248 0.6092638 0.69596744 -0.065999806 0.64085495 0.6045508 -0.15483668 0.3474708 -0.2671392 0.37837857 0.90623105 0.52749723 -0.7541115 -0.32218492 0.5706692 -2.6055536 0.46252894 1.404244 -0.06197261 1.3301712 0.3255423 1.469948 0.2521075 0.4089645 -0.76715755 -0.045529194 0.82803386 1.4447477 -0.20879479 -0.015777186 1.0270311 -0.53344536
196	-1.0450052 -0.9992608 0.43103245 -0.75844455 -0.535422 -0.6138985 -0.5402156 0.5370852 0.9151899 -1.8471454 -0.4099969 1.0382092 1.0798235 -0.9708391 0.1536433 0.23964186 0.38258177 -0.17874345 -1.2955172 -0.21918048 -2.4113042 0.86921 0.22374463 2.0423992 1.4622761 1.186105 1.2677716 0.2829019 -0.7565908 -0.8002491 -0.23553193 0.45197615 -1.3280752 -0.41940406 0.42870656 0.38949203 0.054203242 -1.9522395 -0.070649296 0.6607521 -1.1877551 -0.9272169 1.5353663 -0.14911202 1.3328092 -0.33919907 2.9620519 0.39604735 0.93309975 1.0763526 -0.22045344 -0.9151225 1.3422897 0.9654916 1.3164961 -0.06613984 -0.77203035 -1.1775541 0.7296827 -0.62253493 0.95673335 0.32129413 1.7358329 0.23921193
